0 0.00212002
1 0.000548714
2 0.000526861
3 0.000524688
4 0.000523899
5 0.000523205
6 0.00052256
7 0.000521119
8 0.000519557
9 0.000517618
10 0.000515472
11 0.000510937
12 0.00050791
13 0.00050441
14 0.000501418
15 0.00049632
16 0.000485835
17 0.000473776
18 0.000459087
19 0.000437922
20 0.000423471
21 0.000407722
22 0.000402656
23 0.000394599
24 0.000381085
25 0.000365195
26 0.000353051
27 0.000352814
28 0.000352534
29 0.000352115
30 0.000351083
31 0.000347612
32 0.000343388
33 0.000336196
34 0.00032464
35 0.000312062
36 0.000301056
37 0.0002966
38 0.000282434
39 0.00027246
40 0.000239725
41 0.00023467
42 0.000228612
43 0.000221844
44 0.000213982
45 0.000198852
46 0.000193554
47 0.000193529
48 0.000193506
49 0.000193494
50 0.000193465
51 0.000193433
52 0.000193409
53 0.000193322
54 0.000193278
55 0.000193227
56 0.000193158
57 0.000193069
58 0.000192993
59 0.000192923
60 0.000192834
61 0.000192673
62 0.000192429
63 0.0001917
64 0.000190785
65 0.000187876
66 0.000185631
67 0.000185348
68 0.000185315
69 0.000185288
70 0.000185268
71 0.00018525
72 0.000185236
73 0.000185223
74 0.000185217
75 0.000185209
76 0.000185207
77 0.0001852
78 0.000185196
79 0.000185193
80 0.000185189
81 0.000185189
